Continente y país de residencia;Continente y país de residencia;Continente y país de residencia;Continente y país de residencia;Provincia de destino;Concepto turístico;Periodo;Total
Total;;;;Ávila;Turistas;2021M05;3.843
Total;;;;Ávila;Turistas;2021M04;2.996
Total;;;;Ávila;Turistas;2021M03;2.974
Total;;;;Ávila;Turistas;2021M02;2.639
Total;;;;Ávila;Turistas;2021M01;2.882
Total;;;;Ávila;Turistas;2020M12;3.227
Total;;;;Ávila;Turistas;2020M11;2.824
Total;;;;Ávila;Turistas;2020M10;3.961
Total;;;;Ávila;Turistas;2020M09;4.315
Total;;;;Ávila;Turistas;2020M08;7.709
Total;;;;Ávila;Turistas;2020M07;5.491
Total;;;;Ávila;Turistas;2020M06;2.675
Total;;;;Ávila;Turistas;2020M05;1.892
Total;;;;Ávila;Turistas;2020M04;1.684
Total;;;;Ávila;Turistas;2020M03;3.969
Total;;;;Ávila;Turistas;2020M02;5.179
Total;;;;Ávila;Turistas;2020M01;5.306
Total;;;;Ávila;Turistas;2019M12;5.263
Total;;;;Ávila;Turistas;2019M11;5.250
Total;;;;Ávila;Turistas;2019M10;6.899
Total;;;;Ávila;Turistas;2019M09;8.540
Total;;;;Ávila;Turistas;2019M08;12.224
Total;;;;Ávila;Turistas;2019M07;7.495
Total;;;;Badajoz;Turistas;2025M12;64.442
Total;;;;Badajoz;Turistas;2025M11;56.760
Total;;;;Badajoz;Turistas;2025M10;66.075
Total;;;;Badajoz;Turistas;2025M09;72.247
Total;;;;Badajoz;Turistas;2025M08;92.380
Total;;;;Badajoz;Turistas;2025M07;82.070
Total;;;;Badajoz;Turistas;2025M06;63.982
Total;;;;Badajoz;Turistas;2025M05;74.441
Total;;;;Badajoz;Turistas;2025M04;73.302
Total;;;;Badajoz;Turistas;2025M03;66.915
Total;;;;Badajoz;Turistas;2025M02;55.742
Total;;;;Badajoz;Turistas;2025M01;66.013
Total;;;;Badajoz;Turistas;2024M12;61.935
Total;;;;Badajoz;Turistas;2024M11;44.336
Total;;;;Badajoz;Turistas;2024M10;66.535
Total;;;;Badajoz;Turistas;2024M09;64.320
Total;;;;Badajoz;Turistas;2024M08;78.053
Total;;;;Badajoz;Turistas;2024M07;72.543
Total;;;;Badajoz;Turistas;2024M06;67.324
Total;;;;Badajoz;Turistas;2024M05;69.250
Total;;;;Badajoz;Turistas;2024M04;70.047
Total;;;;Badajoz;Turistas;2024M03;65.817
Total;;;;Badajoz;Turistas;2024M02;54.490
Total;;;;Badajoz;Turistas;2024M01;41.835
Total;;;;Badajoz;Turistas;2023M12;73.338
Total;;;;Badajoz;Turistas;2023M11;54.735
Total;;;;Badajoz;Turistas;2023M10;70.175
Total;;;;Badajoz;Turistas;2023M09;68.980
Total;;;;Badajoz;Turistas;2023M08;94.872
Total;;;;Badajoz;Turistas;2023M07;69.521
Total;;;;Badajoz;Turistas;2023M06;42.890
Total;;;;Badajoz;Turistas;2023M05;36.840
Total;;;;Badajoz;Turistas;2023M04;47.683
Total;;;;Badajoz;Turistas;2023M03;37.788
Total;;;;Badajoz;Turistas;2023M02;32.928
Total;;;;Badajoz;Turistas;2023M01;26.099
Total;;;;Badajoz;Turistas;2022M12;30.854
Total;;;;Badajoz;Turistas;2022M11;26.528
Total;;;;Badajoz;Turistas;2022M10;30.262
Total;;;;Badajoz;Turistas;2022M09;37.654
Total;;;;Badajoz;Turistas;2022M08;45.179
Total;;;;Badajoz;Turistas;2022M07;46.667
Total;;;;Badajoz;Turistas;2022M06;36.203
Total;;;;Badajoz;Turistas;2022M05;38.870
Total;;;;Badajoz;Turistas;2022M04;40.231
Total;;;;Badajoz;Turistas;2022M03;33.881
Total;;;;Badajoz;Turistas;2022M02;26.128
Total;;;;Badajoz;Turistas;2022M01;28.980
Total;;;;Badajoz;Turistas;2021M12;33.076
Total;;;;Badajoz;Turistas;2021M11;34.644
Total;;;;Badajoz;Turistas;2021M10;38.211
Total;;;;Badajoz;Turistas;2021M09;37.856
Total;;;;Badajoz;Turistas;2021M08;43.742
Total;;;;Badajoz;Turistas;2021M07;37.085
Total;;;;Badajoz;Turistas;2021M06;35.524
Total;;;;Badajoz;Turistas;2021M05;31.407
Total;;;;Badajoz;Turistas;2021M04;22.664
Total;;;;Badajoz;Turistas;2021M03;22.348
Total;;;;Badajoz;Turistas;2021M02;18.569
Total;;;;Badajoz;Turistas;2021M01;21.128
Total;;;;Badajoz;Turistas;2020M12;33.449
Total;;;;Badajoz;Turistas;2020M11;25.923
Total;;;;Badajoz;Turistas;2020M10;31.561
Total;;;;Badajoz;Turistas;2020M09;30.665
Total;;;;Badajoz;Turistas;2020M08;37.959
Total;;;;Badajoz;Turistas;2020M07;32.039
Total;;;;Badajoz;Turistas;2020M06;20.891
Total;;;;Badajoz;Turistas;2020M05;19.380
Total;;;;Badajoz;Turistas;2020M04;14.564
Total;;;;Badajoz;Turistas;2020M03;33.692
Total;;;;Badajoz;Turistas;2020M02;33.014
Total;;;;Badajoz;Turistas;2020M01;37.533
Total;;;;Badajoz;Turistas;2019M12;39.219
Total;;;;Badajoz;Turistas;2019M11;37.512
Total;;;;Badajoz;Turistas;2019M10;37.599
Total;;;;Badajoz;Turistas;2019M09;34.450
Total;;;;Badajoz;Turistas;2019M08;59.546
Total;;;;Badajoz;Turistas;2019M07;37.599
Total;;;;Balears, Illes;Turistas;2025M12;207.317
Total;;;;Balears, Illes;Turistas;2025M11;333.856
Total;;;;Balears, Illes;Turistas;2025M10;1.648.311
Total;;;;Balears, Illes;Turistas;2025M09;2.098.073
Total;;;;Balears, Illes;Turistas;2025M08;2.419.315
Total;;;;Balears, Illes;Turistas;2025M07;2.328.636
Total;;;;Balears, Illes;Turistas;2025M06;2.069.475
Total;;;;Balears, Illes;Turistas;2025M05;1.858.908
Total;;;;Balears, Illes;Turistas;2025M04;1.194.649
Total;;;;Balears, Illes;Turistas;2025M03;450.395
Total;;;;Balears, Illes;Turistas;2025M02;267.834
Total;;;;Balears, Illes;Turistas;2025M01;192.354
Total;;;;Balears, Illes;Turistas;2024M12;189.089
Total;;;;Balears, Illes;Turistas;2024M11;303.196
Total;;;;Balears, Illes;Turistas;2024M10;1.549.954
Total;;;;Balears, Illes;Turistas;2024M09;2.080.869
Total;;;;Balears, Illes;Turistas;2024M08;2.299.883
Total;;;;Balears, Illes;Turistas;2024M07;2.428.342
Total;;;;Balears, Illes;Turistas;2024M06;2.072.816
Total;;;;Balears, Illes;Turistas;2024M05;1.817.552
Total;;;;Balears, Illes;Turistas;2024M04;1.087.083
Total;;;;Balears, Illes;Turistas;2024M03;419.953
Total;;;;Balears, Illes;Turistas;2024M02;220.316
Total;;;;Balears, Illes;Turistas;2024M01;167.064
Total;;;;Balears, Illes;Turistas;2023M12;170.948
Total;;;;Balears, Illes;Turistas;2023M11;271.513
Total;;;;Balears, Illes;Turistas;2023M10;1.417.327
Total;;;;Balears, Illes;Turistas;2023M09;1.974.683
Total;;;;Balears, Illes;Turistas;2023M08;2.201.001
Total;;;;Balears, Illes;Turistas;2023M07;2.287.816
Total;;;;Balears, Illes;Turistas;2023M06;1.991.387
Total;;;;Balears, Illes;Turistas;2023M05;1.662.382
Total;;;;Balears, Illes;Turistas;2023M04;1.101.841
Total;;;;Balears, Illes;Turistas;2023M03;358.283
Total;;;;Balears, Illes;Turistas;2023M02;182.448
Total;;;;Balears, Illes;Turistas;2023M01;156.045
Total;;;;Balears, Illes;Turistas;2022M12;141.419
Total;;;;Balears, Illes;Turistas;2022M11;233.201
Total;;;;Balears, Illes;Turistas;2022M10;1.330.027
Total;;;;Balears, Illes;Turistas;2022M09;1.884.618
Total;;;;Balears, Illes;Turistas;2022M08;2.009.618
Total;;;;Balears, Illes;Turistas;2022M07;2.219.773
Total;;;;Balears, Illes;Turistas;2022M06;1.928.142
Total;;;;Balears, Illes;Turistas;2022M05;1.600.678
Total;;;;Balears, Illes;Turistas;2022M04;1.059.688
Total;;;;Balears, Illes;Turistas;2022M03;286.300
Total;;;;Balears, Illes;Turistas;2022M02;143.946
Total;;;;Balears, Illes;Turistas;2022M01;114.874
Total;;;;Balears, Illes;Turistas;2021M12;91.251
Total;;;;Balears, Illes;Turistas;2021M11;200.612
Total;;;;Balears, Illes;Turistas;2021M10;840.171
Total;;;;Balears, Illes;Turistas;2021M09;910.352
Total;;;;Balears, Illes;Turistas;2021M08;1.079.241
Total;;;;Balears, Illes;Turistas;2021M07;984.614
Total;;;;Balears, Illes;Turistas;2021M06;432.674
Total;;;;Balears, Illes;Turistas;2021M05;234.441
Total;;;;Balears, Illes;Turistas;2021M04;131.615
Total;;;;Balears, Illes;Turistas;2021M03;47.176
Total;;;;Balears, Illes;Turistas;2021M02;30.135
Total;;;;Balears, Illes;Turistas;2021M01;41.079
Total;;;;Balears, Illes;Turistas;2020M12;50.505
Total;;;;Balears, Illes;Turistas;2020M11;54.133
Total;;;;Balears, Illes;Turistas;2020M10;110.092
Total;;;;Balears, Illes;Turistas;2020M09;163.745
Total;;;;Balears, Illes;Turistas;2020M08;511.065
Total;;;;Balears, Illes;Turistas;2020M07;381.737
Total;;;;Balears, Illes;Turistas;2020M06;35.726
Total;;;;Balears, Illes;Turistas;2020M05;24.161
Total;;;;Balears, Illes;Turistas;2020M04;21.208
Total;;;;Balears, Illes;Turistas;2020M03;163.535
Total;;;;Balears, Illes;Turistas;2020M02;173.691
Total;;;;Balears, Illes;Turistas;2020M01;155.714
Total;;;;Balears, Illes;Turistas;2019M12;133.968
Total;;;;Balears, Illes;Turistas;2019M11;237.267
Total;;;;Balears, Illes;Turistas;2019M10;1.247.062
Total;;;;Balears, Illes;Turistas;2019M09;1.772.719
Total;;;;Balears, Illes;Turistas;2019M08;2.096.667
Total;;;;Balears, Illes;Turistas;2019M07;1.923.845
Total;;;;Barcelona;Turistas;2025M12;860.118
Total;;;;Barcelona;Turistas;2025M11;1.014.185
Total;;;;Barcelona;Turistas;2025M10;1.280.605
Total;;;;Barcelona;Turistas;2025M09;1.229.055
Total;;;;Barcelona;Turistas;2025M08;1.383.372
Total;;;;Barcelona;Turistas;2025M07;1.384.596
Total;;;;Barcelona;Turistas;2025M06;1.304.132
Total;;;;Barcelona;Turistas;2025M05;1.317.003
Total;;;;Barcelona;Turistas;2025M04;1.189.868
Total;;;;Barcelona;Turistas;2025M03;1.032.269
Total;;;;Barcelona;Turistas;2025M02;839.038
Total;;;;Barcelona;Turistas;2025M01;795.860
Total;;;;Barcelona;Turistas;2024M12;801.477
Total;;;;Barcelona;Turistas;2024M11;924.383
Total;;;;Barcelona;Turistas;2024M10;1.199.649
Total;;;;Barcelona;Turistas;2024M09;1.192.649
Total;;;;Barcelona;Turistas;2024M08;1.326.702
Total;;;;Barcelona;Turistas;2024M07;1.304.707
Total;;;;Barcelona;Turistas;2024M06;1.236.505
Total;;;;Barcelona;Turistas;2024M05;1.261.570
Total;;;;Barcelona;Turistas;2024M04;1.111.773
Total;;;;Barcelona;Turistas;2024M03;954.681
Total;;;;Barcelona;Turistas;2024M02;793.275
Total;;;;Barcelona;Turistas;2024M01;740.997
Total;;;;Barcelona;Turistas;2023M12;741.613
Total;;;;Barcelona;Turistas;2023M11;810.852
Total;;;;Barcelona;Turistas;2023M10;1.133.029
Total;;;;Barcelona;Turistas;2023M09;1.118.499
Total;;;;Barcelona;Turistas;2023M08;1.069.519
Total;;;;Barcelona;Turistas;2023M07;1.202.650
Total;;;;Barcelona;Turistas;2023M06;1.057.939
Total;;;;Barcelona;Turistas;2023M05;1.082.070
Total;;;;Barcelona;Turistas;2023M04;947.804
Total;;;;Barcelona;Turistas;2023M03;827.519
Total;;;;Barcelona;Turistas;2023M02;628.547
Total;;;;Barcelona;Turistas;2023M01;633.629
Total;;;;Barcelona;Turistas;2022M12;542.635
Total;;;;Barcelona;Turistas;2022M11;747.280
Total;;;;Barcelona;Turistas;2022M10;935.757
Total;;;;Barcelona;Turistas;2022M09;901.689
Total;;;;Barcelona;Turistas;2022M08;933.165
Total;;;;Barcelona;Turistas;2022M07;963.247
Total;;;;Barcelona;Turistas;2022M06;895.508
Total;;;;Barcelona;Turistas;2022M05;904.362
Total;;;;Barcelona;Turistas;2022M04;768.206
Total;;;;Barcelona;Turistas;2022M03;565.419
Total;;;;Barcelona;Turistas;2022M02;398.950
Total;;;;Barcelona;Turistas;2022M01;372.638
Total;;;;Barcelona;Turistas;2021M12;396.646
Total;;;;Barcelona;Turistas;2021M11;522.613
Total;;;;Barcelona;Turistas;2021M10;572.229
Total;;;;Barcelona;Turistas;2021M09;510.980
Total;;;;Barcelona;Turistas;2021M08;572.920
Total;;;;Barcelona;Turistas;2021M07;471.444
Total;;;;Barcelona;Turistas;2021M06;315.540
Total;;;;Barcelona;Turistas;2021M05;249.888
Total;;;;Barcelona;Turistas;2021M04;185.743
Total;;;;Barcelona;Turistas;2021M03;181.109
Total;;;;Barcelona;Turistas;2021M02;149.376
Total;;;;Barcelona;Turistas;2021M01;156.147
Total;;;;Barcelona;Turistas;2020M12;203.423
Total;;;;Barcelona;Turistas;2020M11;167.736
Total;;;;Barcelona;Turistas;2020M10;224.128
Total;;;;Barcelona;Turistas;2020M09;225.831
Total;;;;Barcelona;Turistas;2020M08;269.517
Total;;;;Barcelona;Turistas;2020M07;299.533
Total;;;;Barcelona;Turistas;2020M06;149.218
Total;;;;Barcelona;Turistas;2020M05;114.602
Total;;;;Barcelona;Turistas;2020M04;98.148
Total;;;;Barcelona;Turistas;2020M03;436.111
Total;;;;Barcelona;Turistas;2020M02;673.415
Total;;;;Barcelona;Turistas;2020M01;715.750
Total;;;;Barcelona;Turistas;2019M12;633.300
Total;;;;Barcelona;Turistas;2019M11;783.808
Total;;;;Barcelona;Turistas;2019M10;1.044.190
Total;;;;Barcelona;Turistas;2019M09;1.063.004
Total;;;;Barcelona;Turistas;2019M08;1.192.463
Total;;;;Barcelona;Turistas;2019M07;1.158.528
Total;;;;Bizkaia;Turistas;2025M12;60.850
Total;;;;Bizkaia;Turistas;2025M11;60.556
Total;;;;Bizkaia;Turistas;2025M10;78.712
Total;;;;Bizkaia;Turistas;2025M09;85.538
Total;;;;Bizkaia;Turistas;2025M08;105.515
Total;;;;Bizkaia;Turistas;2025M07;95.412
Total;;;;Bizkaia;Turistas;2025M06;78.161
Total;;;;Bizkaia;Turistas;2025M05;103.064
Total;;;;Bizkaia;Turistas;2025M04;74.783
Total;;;;Bizkaia;Turistas;2025M03;63.260
Total;;;;Bizkaia;Turistas;2025M02;51.231
Total;;;;Bizkaia;Turistas;2025M01;53.825
Total;;;;Bizkaia;Turistas;2024M12;49.528
Total;;;;Bizkaia;Turistas;2024M11;55.895
Total;;;;Bizkaia;Turistas;2024M10;82.265
Total;;;;Bizkaia;Turistas;2024M09;81.446
Total;;;;Bizkaia;Turistas;2024M08;94.273
Total;;;;Bizkaia;Turistas;2024M07;87.234
Total;;;;Bizkaia;Turistas;2024M06;76.072
Total;;;;Bizkaia;Turistas;2024M05;79.962
Total;;;;Bizkaia;Turistas;2024M04;72.541
Total;;;;Bizkaia;Turistas;2024M03;60.393
Total;;;;Bizkaia;Turistas;2024M02;42.906
Total;;;;Bizkaia;Turistas;2024M01;46.228
Total;;;;Bizkaia;Turistas;2023M12;46.399
Total;;;;Bizkaia;Turistas;2023M11;47.390
Total;;;;Bizkaia;Turistas;2023M10;76.780
Total;;;;Bizkaia;Turistas;2023M09;80.389
Total;;;;Bizkaia;Turistas;2023M08;94.065
Total;;;;Bizkaia;Turistas;2023M07;84.441
Total;;;;Bizkaia;Turistas;2023M06;62.782
Total;;;;Bizkaia;Turistas;2023M05;64.716
Total;;;;Bizkaia;Turistas;2023M04;51.762
Total;;;;Bizkaia;Turistas;2023M03;41.447
Total;;;;Bizkaia;Turistas;2023M02;34.276
Total;;;;Bizkaia;Turistas;2023M01;35.650
Total;;;;Bizkaia;Turistas;2022M12;33.639
Total;;;;Bizkaia;Turistas;2022M11;42.303
Total;;;;Bizkaia;Turistas;2022M10;61.136
Total;;;;Bizkaia;Turistas;2022M09;55.065
Total;;;;Bizkaia;Turistas;2022M08;63.307
Total;;;;Bizkaia;Turistas;2022M07;60.163
Total;;;;Bizkaia;Turistas;2022M06;53.860
Total;;;;Bizkaia;Turistas;2022M05;54.395
Total;;;;Bizkaia;Turistas;2022M04;46.229
Total;;;;Bizkaia;Turistas;2022M03;31.689
Total;;;;Bizkaia;Turistas;2022M02;24.876
Total;;;;Bizkaia;Turistas;2022M01;27.052
Total;;;;Bizkaia;Turistas;2021M12;30.345
Total;;;;Bizkaia;Turistas;2021M11;35.112
Total;;;;Bizkaia;Turistas;2021M10;39.404
Total;;;;Bizkaia;Turistas;2021M09;37.121
Total;;;;Bizkaia;Turistas;2021M08;43.921
Total;;;;Bizkaia;Turistas;2021M07;34.568
Total;;;;Bizkaia;Turistas;2021M06;25.075
Total;;;;Bizkaia;Turistas;2021M05;20.667
Total;;;;Bizkaia;Turistas;2021M04;18.444
Total;;;;Bizkaia;Turistas;2021M03;19.060
Total;;;;Bizkaia;Turistas;2021M02;16.866
Total;;;;Bizkaia;Turistas;2021M01;17.625
Total;;;;Bizkaia;Turistas;2020M12;21.124
Total;;;;Bizkaia;Turistas;2020M11;18.664
Total;;;;Bizkaia;Turistas;2020M10;24.041
Total;;;;Bizkaia;Turistas;2020M09;21.923
Total;;;;Bizkaia;Turistas;2020M08;31.486
Total;;;;Bizkaia;Turistas;2020M07;28.830
Total;;;;Bizkaia;Turistas;2020M06;16.363
Total;;;;Bizkaia;Turistas;2020M05;12.853
Total;;;;Bizkaia;Turistas;2020M04;10.890
Total;;;;Bizkaia;Turistas;2020M03;30.684
Total;;;;Bizkaia;Turistas;2020M02;38.447
Total;;;;Bizkaia;Turistas;2020M01;38.709
Total;;;;Bizkaia;Turistas;2019M12;34.802
Total;;;;Bizkaia;Turistas;2019M11;41.760
Total;;;;Bizkaia;Turistas;2019M10;57.432
Total;;;;Bizkaia;Turistas;2019M09;60.453
Total;;;;Bizkaia;Turistas;2019M08;70.648
Total;;;;Bizkaia;Turistas;2019M07;56.892
Total;;;;Burgos;Turistas;2025M12;43.005
Total;;;;Burgos;Turistas;2025M11;38.071
Total;;;;Burgos;Turistas;2025M10;42.348
Total;;;;Burgos;Turistas;2025M09;49.143
Total;;;;Burgos;Turistas;2025M08;90.690
Total;;;;Burgos;Turistas;2025M07;80.985
Total;;;;Burgos;Turistas;2025M06;41.330
Total;;;;Burgos;Turistas;2025M05;45.500
Total;;;;Burgos;Turistas;2025M04;42.151
Total;;;;Burgos;Turistas;2025M03;37.275
Total;;;;Burgos;Turistas;2025M02;30.541
Total;;;;Burgos;Turistas;2025M01;34.210
Total;;;;Burgos;Turistas;2024M12;40.059
Total;;;;Burgos;Turistas;2024M11;35.422
Total;;;;Burgos;Turistas;2024M10;48.154
Total;;;;Burgos;Turistas;2024M09;49.321
Total;;;;Burgos;Turistas;2024M08;94.068
Total;;;;Burgos;Turistas;2024M07;81.225
Total;;;;Burgos;Turistas;2024M06;43.198
Total;;;;Burgos;Turistas;2024M05;46.190
Total;;;;Burgos;Turistas;2024M04;44.769
Total;;;;Burgos;Turistas;2024M03;39.247
Total;;;;Burgos;Turistas;2024M02;29.801
Total;;;;Burgos;Turistas;2024M01;33.780
Total;;;;Burgos;Turistas;2023M12;44.660
Total;;;;Burgos;Turistas;2023M11;32.135
Total;;;;Burgos;Turistas;2023M10;47.766
Total;;;;Burgos;Turistas;2023M09;50.568
Total;;;;Burgos;Turistas;2023M08;105.480
Total;;;;Burgos;Turistas;2023M07;79.701
Total;;;;Burgos;Turistas;2023M06;41.283
Total;;;;Burgos;Turistas;2023M05;42.795
Total;;;;Burgos;Turistas;2023M04;41.376
Total;;;;Burgos;Turistas;2023M03;31.804
Total;;;;Burgos;Turistas;2023M02;25.925
Total;;;;Burgos;Turistas;2023M01;31.482
Total;;;;Burgos;Turistas;2022M12;33.188
Total;;;;Burgos;Turistas;2022M11;28.141
Total;;;;Burgos;Turistas;2022M10;38.516
Total;;;;Burgos;Turistas;2022M09;37.352
Total;;;;Burgos;Turistas;2022M08;73.915
Total;;;;Burgos;Turistas;2022M07;72.895
Total;;;;Burgos;Turistas;2022M06;33.136
Total;;;;Burgos;Turistas;2022M05;36.643
Total;;;;Burgos;Turistas;2022M04;36.395
Total;;;;Burgos;Turistas;2022M03;29.757
Total;;;;Burgos;Turistas;2022M02;24.479
Total;;;;Burgos;Turistas;2022M01;26.328
Total;;;;Burgos;Turistas;2021M12;33.755
Total;;;;Burgos;Turistas;2021M11;30.870
Total;;;;Burgos;Turistas;2021M10;35.027
Total;;;;Burgos;Turistas;2021M09;35.800
Total;;;;Burgos;Turistas;2021M08;65.238
Total;;;;Burgos;Turistas;2021M07;44.239
Total;;;;Burgos;Turistas;2021M06;28.353
Total;;;;Burgos;Turistas;2021M05;25.992
Total;;;;Burgos;Turistas;2021M04;23.351
Total;;;;Burgos;Turistas;2021M03;24.075
Total;;;;Burgos;Turistas;2021M02;20.287
Total;;;;Burgos;Turistas;2021M01;21.597
Total;;;;Burgos;Turistas;2020M12;25.206
Total;;;;Burgos;Turistas;2020M11;22.224
Total;;;;Burgos;Turistas;2020M10;26.172
Total;;;;Burgos;Turistas;2020M09;26.145
Total;;;;Burgos;Turistas;2020M08;42.964
Total;;;;Burgos;Turistas;2020M07;31.266
Total;;;;Burgos;Turistas;2020M06;17.658
Total;;;;Burgos;Turistas;2020M05;14.655
Total;;;;Burgos;Turistas;2020M04;12.817
Total;;;;Burgos;Turistas;2020M03;25.975
Total;;;;Burgos;Turistas;2020M02;25.512
Total;;;;Burgos;Turistas;2020M01;28.341
Total;;;;Burgos;Turistas;2019M12;30.181
Total;;;;Burgos;Turistas;2019M11;27.253
Total;;;;Burgos;Turistas;2019M10;32.741
Total;;;;Burgos;Turistas;2019M09;35.885
Total;;;;Burgos;Turistas;2019M08;79.350
Total;;;;Burgos;Turistas;2019M07;54.765
Total;;;;Cáceres;Turistas;2025M12;25.815
Total;;;;Cáceres;Turistas;2025M11;24.475
Total;;;;Cáceres;Turistas;2025M10;31.118
Total;;;;Cáceres;Turistas;2025M09;34.873
Total;;;;Cáceres;Turistas;2025M08;51.970
Total;;;;Cáceres;Turistas;2025M07;39.982
Total;;;;Cáceres;Turistas;2025M06;29.515
Total;;;;Cáceres;Turistas;2025M05;35.465
Total;;;;Cáceres;Turistas;2025M04;34.885
Total;;;;Cáceres;Turistas;2025M03;29.883
Total;;;;Cáceres;Turistas;2025M02;24.473
Total;;;;Cáceres;Turistas;2025M01;27.215
Total;;;;Cáceres;Turistas;2024M12;24.552
Total;;;;Cáceres;Turistas;2024M11;21.234
Total;;;;Cáceres;Turistas;2024M10;32.893
Total;;;;Cáceres;Turistas;2024M09;30.161
Total;;;;Cáceres;Turistas;2024M08;43.837
Total;;;;Cáceres;Turistas;2024M07;39.723
Total;;;;Cáceres;Turistas;2024M06;31.783
Total;;;;Cáceres;Turistas;2024M05;35.077
Total;;;;Cáceres;Turistas;2024M04;33.811
Total;;;;Cáceres;Turistas;2024M03;28.921
Total;;;;Cáceres;Turistas;2024M02;23.475
Total;;;;Cáceres;Turistas;2024M01;19.685
Total;;;;Cáceres;Turistas;2023M12;29.065
Total;;;;Cáceres;Turistas;2023M11;25.663
Total;;;;Cáceres;Turistas;2023M10;34.279
Total;;;;Cáceres;Turistas;2023M09;33.042
Total;;;;Cáceres;Turistas;2023M08;53.115
Total;;;;Cáceres;Turistas;2023M07;34.288
Total;;;;Cáceres;Turistas;2023M06;23.187
Total;;;;Cáceres;Turistas;2023M05;25.411
Total;;;;Cáceres;Turistas;2023M04;28.503
Total;;;;Cáceres;Turistas;2023M03;19.669
Total;;;;Cáceres;Turistas;2023M02;16.419
Total;;;;Cáceres;Turistas;2023M01;14.914
Total;;;;Cáceres;Turistas;2022M12;17.006
Total;;;;Cáceres;Turistas;2022M11;17.901
Total;;;;Cáceres;Turistas;2022M10;20.703
Total;;;;Cáceres;Turistas;2022M09;22.483
Total;;;;Cáceres;Turistas;2022M08;33.077
Total;;;;Cáceres;Turistas;2022M07;30.423
Total;;;;Cáceres;Turistas;2022M06;22.103
Total;;;;Cáceres;Turistas;2022M05;24.174
Total;;;;Cáceres;Turistas;2022M04;24.007
Total;;;;Cáceres;Turistas;2022M03;18.614
Total;;;;Cáceres;Turistas;2022M02;15.214
Total;;;;Cáceres;Turistas;2022M01;16.701
Total;;;;Cáceres;Turistas;2021M12;17.823
Total;;;;Cáceres;Turistas;2021M11;21.108
Total;;;;Cáceres;Turistas;2021M10;22.244
Total;;;;Cáceres;Turistas;2021M09;21.390
Total;;;;Cáceres;Turistas;2021M08;28.908
Total;;;;Cáceres;Turistas;2021M07;20.698
Total;;;;Cáceres;Turistas;2021M06;17.890
Total;;;;Cáceres;Turistas;2021M05;16.195
Total;;;;Cáceres;Turistas;2021M04;12.987
Total;;;;Cáceres;Turistas;2021M03;13.011
Total;;;;Cáceres;Turistas;2021M02;11.626
Total;;;;Cáceres;Turistas;2021M01;11.791
